text,label,categories
"A veces da clases, pero la mayor parte del tiempo le gusta despotricar sobre la politica actual. Sus criterios e instrucciones pa sacar 5.0 en un examen no son nada claros, ya q todos en la clase los siguieron y nadie saco mas de 3.5. Viniendo de un estudiante de Sistemas q saca notas altas, esta es la primera vez q me va tan paila xd.",ALTO,DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
"Es un profesor muy agradable, pero en la clase a menudo no están claras sus expectativas y los requisitos para los trabajos...",MEDIO,DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
"Si te encanta el suspenso y quieres pasarte todo el semestre adivinando q va a pasar en la materia, el mister es el indicado xd.",MEDIO,DESEMPEÑO DOCENTE
"Frecuentemente se queja del gobierno y su disgusto por la UFPS, lo cual es una lástima. A menudo es vago o parcializado en sus clases; aprendí más porque tuve que estudiar por mi cuenta para poder defender mis posturas contra las suyas en clase. Aprendí mucho y saqué la materia sobre 4.5 de todas formas.",MEDIO,INTEGRACIÓN INTERPERSONAL | DESARROLLO DEL CONOCIMIENTO
Profesor increíble. ¡Aprendí mucho sobre derecho que no sabía!,BAJO,DESARROLLO DEL CONOCIMIENTO
Creo que todavía da clases para... pasar el tiempo. Pone a los estudiantes a hablar y exponer en clase todo el tiempo. Creo que es un flojo.,MEDIO,DESEMPEÑO DOCENTE
Profe horrible. Los venezolanos no saben hablar español. Los metodos de enseñanza mas horribles. Todas las clases lo unico q hace es leer cada palabra del libro. No se puede aprender un idioma asi. No tiene energia viva en su clase. Cada dia es aburrido como el infierno. La peor clase de idiomas q e tenido xd.,ALTO,INTEGRACIÓN INTERPERSONAL | DESEMPEÑO DOCENTE
"El profe es muy genial. Se preocupa por sus alumnos. La clase no me interesó gran parte del tiempo, pero por lo demás fue extremadamente fácil. También aprendí mucho de la materia, aunque gran parte de ella fue muy aleatoria y desorganizada.",MEDIO,DESEMPEÑO DOCENTE | DESARROLLO DEL CONOCIMIENTO
Este man es un chiste. Super ABURRIDO!! Informacion inutil xd.,MEDIO,DESARROLLO DEL CONOCIMIENTO | DESEMPEÑO DOCENTE
"Si buscas un 5.0, esta era una clase breve. Pero eso también es porque casi NO tuvimos tareas, hubo veces que el profe ni apareció a clase y el material era irrelevante. Es un buen tipo y claramente inteligente, pero no le importan los estudiantes de pregrado y no nos enseñó -literalmente- nada. Si de verdad quieres saber de sociología urbana, NO matricules con él.",ALTO,DESEMPEÑO DOCENTE | DESARROLLO DEL CONOCIMIENTO
"UN gran profesor. Muy servicial, divertido e interesante. Las clases pueden volverse un poco aburridas algunos días, pero en su mayor parte las discusiones fueron estimulantes y lo hacían pensar a uno. Las lecturas son bastante densas y pesadas, pero las repasa con mucha claridad y responde todas las preguntas. ¡Definitivamente terminó siendo una de mis materias favoritas!",BAJO,DESEMPEÑO DOCENTE | DESARROLLO DEL CONOCIMIENTO
"Esta señora es una profe terrible. Enseña directamente de sus diapositivas, pero ni siquiera domina el material. El primer previo es de bachillerato y es facil, pero despues de eso, nunca saque mas de 2.5. El final es un examen facil. No se como, pero saque la materia sobre 4.5 xd.",MEDIO,DESARROLLO DEL CONOCIMIENTO | DESEMPEÑO DOCENTE
"Estoy viendo mi última materia para la carrera, que es virtual. Nunca he tenido problemas para entender cálculo, pero la profe realmente NO enseña. Pone videos de ella metiendo números en hojas de Excel y espera que uno entienda todo. Cualquier mensaje de ella es grosero, cortante y sin personalidad.",MEDIO,DESEMPEÑO DOCENTE | INTEGRACIÓN INTERPERSONAL
"Buen profesor, parece que aprendemos demasiado del libro y no lo suficiente de la clase, pero bueno, es solo gramática. Un profe muy servicial si le haces preguntas.",BAJO,DESEMPEÑO DOCENTE | DESARROLLO DEL CONOCIMIENTO
"La profe está un poco loca. Esta materia es muy fácil pero es doloroso sentarse a escucharla. No hay tareas, así que eso es bueno, pero ella es un desastre y salta de un tema a otro. No estoy seguro de si realmente ha trabajado con niños antes, pero es un 5.0 fácil.",MEDIO,DESEMPEÑO DOCENTE | DESARROLLO DEL CONOCIMIENTO
"Realmente disfrute ver esta materia. Tienes q leer, pero el profe es muy claro con lo q saldra en los previos respecto a las clases y lo q no se vio. Un enfoque interezante pal desarrollo de adultos. Hay 3 o 4 dias al azar en los q pasa asistencia, recomiendo ir a todas las clases independientemente de eso xd.",BAJO,DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
"Trato de no pensar en la profe... Le grité un par de veces y me reportó diciendo que tengo problemas de manejo de la ira. Las personas que me conocen saben que no es verdad, pero en su clase uno pierde la paciencia...",MEDIO,INTEGRACIÓN INTERPERSONAL
"Actualmente estoy en su clase. No ayuda en nada, se impacienta con las preguntas, es arrogante y básicamente espera que sepas de SPSS antes de estar en su materia. No repasa los temas nuevos, las tareas son muy difíciles, no hay tiempo en clase para revisarlas y se molesta si uno pregunta. Da puntos extra pero es arrogante y grosera.",MEDIO,INTEGRACIÓN INTERPERSONAL | DESEMPEÑO DOCENTE
"Procesos Sociales y el Medio Ambiente. Demasiados trabajos formales, la facultad no es buena. Si puedes pasar a otra universidad, mejor vete para allá.",MEDIO,DESEMPEÑO DOCENTE | SIN CATEGORIA
"Ve a clase y lee el material asignado y no deberías tener ningún problema con tus notas en la materia. Aunque el profe a veces tiende a irse por las ramas sobre cosas raras, por lo que sus clases no siempre son las más interesantes.",BAJO,DESEMPEÑO DOCENTE
Uno de los mejores profesores que he tenido. Me encantaría volver a matricular con él.,BAJO,DESEMPEÑO DOCENTE
"Deja demaciado trabajo, el profe cree q lo unico q hacemos es su materia. Es q como tal no es q sea dificil, es que quita muchisimo tiempo, demaciado desocupado el vago.",MEDIO,DESEMPEÑO DOCENTE
"La verdad no aprendi un coño de la materia, no entendi ni el primer tema. Los vacios de esta materia me cobraran factura despues paila.",MEDIO,DESARROLLO DEL CONOCIMIENTO
"Los previos son muy difíciles. Tienes que estudiar cada pequeño detalle de tus apuntes, porque saldrá ahí. Toma muchos apuntes en clase, estoy en su vacacional de casi 2 horas y media y en promedio tomo entre 8 y 10 páginas de notas. El profe está dispuesto a ayudar si lo necesitas.",BAJO,PROCESOS DE EVALUACIÓN | INTEGRACIÓN INTERPERSONAL
"Ex profesor de inglés; Más preocupado por la mecánica, las normas APA y trivialidades de las citas que por el contenido del trabajo, los análisis o las ideas.",MEDIO,PROCESOS DE EVALUACIÓN | DESEMPEÑO DOCENTE
"Este profe levita, uno va a saludarlo y lo mira por encima del hombro. Ademas q nos dice q somos unos brutos, q pa q estudiamos esto q mejor nos quedaramos cortando pelo en la esquina del barrio.",ALTO,INTEGRACIÓN INTERPERSONAL
"¡Me encantó este profe! Hizo la clase muy interesante y parchada. NO tenía ningún interés en ver oratoria, pero tocaba obligada, tuve mucha suerte de terminar con él. Realmente te hace saber lo que piensa, pero de buena manera. Los pocos previos y trabajos fueron fáciles y DIVERTIDOS. ¡Si todos los profes fueran como él, la U sería un paseo!",BAJO,DESEMPEÑO DOCENTE | INTEGRACIÓN INTERPERSONAL
De los mejores profes q he tenido en la u :v la verdad se le puede aprender resto de el si se le dedica a la materia. Uno se siente como si tuviera una mano amiga pero en formato cucha adjajda. Definitvamente es el GOAT.,BAJO,DESARROLLO DEL CONOCIMIENTO | INTEGRACIÓN INTERPERSONAL
"Es buen profe, pero siento que se pone muy inmaduro a veces, se pone a joder con el videoBeam y deja perder mucho tiempo de la clase. Le tenia mas expectativas a la materia, pero a veces el man mataba el mood :'(.",MEDIO,DESEMPEÑO DOCENTE
El profe es muy claro sobre lo que espera en las 5 exposiciones que uno da en el semestre. Es un orador muy bueno e incluso nos dio un excelente discurso motivacional empezando semestre.,BAJO,DESEMPEÑO DOCENTE | DESARROLLO DEL CONOCIMIENTO
Nunca habia tenido una profe como ella. Es la mejor de la facultad.,BAJO,DESEMPEÑO DOCENTE
Esta clase fue un asco. No se la recomendaria ni a mi peor enemigo xd.,BAJO,SIN CATEGORIA
"Buen profe y facil de pasar, uno se siente motivado con el, si haces los trabajos la materia es breve. Yo q venia de tirarme esta materia, entendi esta vez mas claro. Aprovechen al cuchi antes q lo echen de la U.",BAJO,DESARROLLO DEL CONOCIMIENTO | DESEMPEÑO DOCENTE
"No se le entiende un toche y es re flojo. Pone a un estudiante a hacerle los apuntes y luego el mismo se enreda. Fue chistoso solo pq hablaba de puras pendejadas como las eliminatorias de la champions. Asi q si inscribe con el, le toca aprender por su cuenta... ¡El libro sera su mejor amigo!",MEDIO,DESEMPEÑO DOCENTE | DESARROLLO DEL CONOCIMIENTO
"Yo no entiendo como no botan a este man, de vdd no explica ni mierda. Me toca aprender con videos de Youtube pq si es por el todo el salon raspa. Ojala lean mi comentario y lo echen de la u.",MEDIO,DESEMPEÑO DOCENTE | DESARROLLO DEL CONOCIMIENTO
¡Uno de esos supuestos profes q simplemente no se jubilan xd!,BAJO,SIN CATEGORIA
"Estoy viendo la materia virtual con ella, es re grosera y no explica nada. Parece q odia su trabajo y quiere desquitarse con los estudiantes. ¡Cero recomendada!",MEDIO,DESEMPEÑO DOCENTE | INTEGRACIÓN INTERPERSONAL
¿Por donde empiezo? La profe es terrible. Amargada. Grosera. Aburrida. Le falto el respeto a todo el salon y nos hizo sentir estupidos. Fue completamente inapropiada a veces. Ni se moleste en preguntar. O en intentar hablarle. Buena suerte si no entiende. No use el libro pa nada. Solo apuntes. Casi ni iba a clase pq era muy paila.,ALTO,INTEGRACIÓN INTERPERSONAL | DESEMPEÑO DOCENTE
"Sus clases son horribles, meta con el si quiere un 5.0 regalado, pero no si quiere aprender algo xd.",MEDIO,DESARROLLO DEL CONOCIMIENTO | PROCESOS DE EVALUACIÓN
"Viejo verde cochino, se la pasa viendo a las chinas si van en falda y mira re morboso. Echen a ese man.",ALTO,INTEGRACIÓN INTERPERSONAL
"Siempre reviso a los profes por aca y me va bien. Este profesor, sin embargo, fue extremadamente inapropiado. Hizo chistes sobre niños discapacitados el primer dia. Paso como dos meses viendo gente descubierta, mas que todo viejas, e incluso admitio que entraba a paginas nopor para sacar material. No vuelvo a meter con el.",ALTO,INTEGRACIÓN INTERPERSONAL
"La materia fue breve, pero los previos estaban muy mal redactados. Parece q el profe busca cascaritas pa joderlo a uno. Pidio un libro q solo estaba en Amazon, lo usamos dos veces y casi ni salio en los previos. Senti q no estaba preparado pq el tiempo de clase no daba pa explicar las tareas.",MEDIO,PROCESOS DE EVALUACIÓN | DESEMPEÑO DOCENTE
¡Maravilloso profe! Es formal y domina su area. ¡Meta con el si puede!,BAJO,DESARROLLO DEL CONOCIMIENTO | INTEGRACIÓN INTERPERSONAL
"Gran profesor de la ufps. Es muy chistoso y su logica es clarisima. Este man de verdad te prepara pa aplicar lo aprendido en la vida real, que buen servicio.",BAJO,DESARROLLO DEL CONOCIMIENTO | DESEMPEÑO DOCENTE
"Los dos profes fueron excelentes maestros. No hacen ningun previo, pero si hacen quices sorpresa y algunos ya programados en el microcurriculo. No se usa un solo libro pero si toca leer varios. Tengo q decir q la clase de este profe fue yuca de pasar, pero valio la pena el reto. Mejore mi redaccion resto.",BAJO,DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
Materia virtual. NO subio informacion a la plataforma hasta 3 semanas despues de arrancar semestre. Envio correos groseros y no se le entendia ni mierda. Adelanto las fechas de los trabajos sin avisar. A cada rato decia q estudio derecho. Es primiparo dando clase y ya es un profe horrible.,ALTO,DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN | INTEGRACIÓN INTERPERSONAL
"El profe es, de lejos, el mejor que he tenido en la UFPS. Planeo pedirle que sea mi director de tesis, y gracias a su forma de enseñar he decidido enfocarme en mi carrera. Complementa su clase con sus propios estudios, así que domina el material a la perfección. ¡Si quieres una materia relajada que expanda tu mente, dale una oportunidad!",BAJO,DESEMPEÑO DOCENTE | DESARROLLO DEL CONOCIMIENTO
Súper excelente profesora. Necesitas tomar apuntes y venir a clase. Ella sí pasa asistencia.,BAJO,DESEMPEÑO DOCENTE
Las clases no son interesantes y repasa el libro palabra por palabra y hace todos los problemas de ejemplo del libro. Recibe preguntas de la tarea y resuelve todos los problemas que le pides. Los previos son mucho más difíciles que el contenido que realmente enseña.,MEDIO,DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
"Es lamentable q un profesor q enseña en un programa tan bueno pueda ser tan incompetente xd. Llego a clase sin ningun tipo de plan y, pa empeorar las cosas, le parecio normal hablar de si mismo durante las 4 horas de clase. Que paila.",MEDIO,DESEMPEÑO DOCENTE
"A mejorado respecto a semestres anteriores, pero la profe sigue siendo despistada y tiene diapositivas mas viejas q la pasion de Cristo xd.",MEDIO,DESEMPEÑO DOCENTE
"¡No me agrado para nada! Prefiero tener un profe cuchilla, q un profe facil... ¡No aprendi nada en su materia xd!",MEDIO,DESEMPEÑO DOCENTE | DESARROLLO DEL CONOCIMIENTO
"El profe aporta una actitud positiva a la clase todos los dias y hace que la materia sea agradable, por no decir tolerable. Se preocupa por lo que tenemos que decir y nos da la oportunidad de opinar.",BAJO,DESEMPEÑO DOCENTE | INTEGRACIÓN INTERPERSONAL
"¡Profesora muy aburrida! Me interesaba mucho el tema antes de ver esta materia, pero como me aburrio a muerte en clase, ahora no me podria importar menos. No necesitas ir a clase, solo imprime las diapositivas. Es muy desorganizada con sus apuntes y tarda una eternidad en subir las notas al sistema.",MEDIO,DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
"¡Sus clases son horribles! Se pone a hablar paja de cosas al azar, y la mitad del tiempo ni sabras de que esta hablando. Sus previos estan CARGADOS de material, muy arrechos pa estudiar. La unica cosa que me gusto de la clase fue el articulo q escribimos.",MEDIO,DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
"Este man era TERRIBLE. ¿Por que esta enseñando? Sabe mucho, claro, pero es tan ABURRIDO y no da ninguna direccion a sus estudiantes. ¡Era como si estuviera tratando de hacer que todos nos tiraramos la materia!",MEDIO,DESEMPEÑO DOCENTE | DESARROLLO DEL CONOCIMIENTO
"La peor clase q tome en la UFPS. Lo unico q hace el profe es escucharse hablar. ABURRIDO. No acepta ninguna opinion q no sea la suya. No es una clase dificil, solo es arrecho no quedarse dormido. Trata de joder a los estudiantes pq hasta el se aburre con sus interminables diapositivas. Un pingo con medio cerebro podria haber leido el libro y enseñado eso.",ALTO,INTEGRACIÓN INTERPERSONAL | DESEMPEÑO DOCENTE
"Clase virtual. Lea los trabajos y haga las tareas y le deberia ir bien en la materia. No es un 5.0 'facil', pero si le dedica tiempo y hace las tareas, la pasa breve.",BAJO,DESEMPEÑO DOCENTE
"Para ser clase de la u es muy facil, la vdd un regalo pa subir el promedio xd.",BAJO,PROCESOS DE EVALUACIÓN
"¡Me encanto ver la materia con la profe! Realmente se preocupa por sus estudiantes y quiere verlos pasar. No usa la tarea como nota, pero la repasa en clase. Saco 3 notas por la materia; los previos, el final y un caso de estudio. ¡Da puntos extra pa usar en el previo, lo cual es super util!",BAJO,DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN | INTEGRACIÓN INTERPERSONAL
"El mister es extremadamente confuso y frustrante. No usa presentaciones pa la mayoria de clases, lo q dificulta entender q es exactamente lo q necesitas saber pa los previos. Las notas te las dan los monitores, no el. Hay mucha lectura para cada clase y es dificil de entender al principio del semestre.",MEDIO,DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
"Si metes con el profe, preparate pa enseñarte a ti mismo. Como dicen todos, no valen procedimientos, asi q no te sorprendas si te clava un 0.0 en quices o preguntas de previos. El unico beneficio de ver con el es q hace previos pa la casa, lo q es bueno solo si sabes lo q estas haciendo.",MEDIO,DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
¿Cuantos bostezos se necesitan pa llenar una de sus clases? Yo siempre me quedaba dormido antes de encontrar la respuesta xd.,MEDIO,DESEMPEÑO DOCENTE
"Presta atencion en clase o pidele los apuntes a un parcero y te ira bien. Hay quices al final, pero puedes usar tus apuntes. Los 3 previos los tira faciles si estudias, breves de sacar mas de 4.0. La profe es de gran ayuda si le envias un correo o hablas con ella despues de clase. Un poco aburrida, pero es un 4.0 super facil.",BAJO,DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
